Program ID,Broad Field,Field,Institution Name,Program Name,Percent of First Year Students with Full Financial Support (Fall 2005),Avg Completion Percentage (8 Years or Less for Humanities and 6 Years or Less for Other Fields),Median Time to Degree (Full- and Part-Time Graduates),Percent with Academic Plans,Collects Data About Post-Graduation Employment
20037930,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Auburn University,Industrial & Systems Engineering,61.5%,65.5%,4.99,33.3%,Yes
20059390,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Boston University,Systems Engineering,100%,66.7%,4.5,0%,No
20037228,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Carnegie Mellon University,Engineering & Public Policy,91.7%,51.8%,4,40%,Yes
20071336,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Carnegie Mellon University,Operations Res/Info Systems/Manufacturing & Operating Sys,100%,70.6%,4.8,40%,Yes
20019259,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Case Western Reserve University,Operations Research,100%,45.8%,5,35.3%,Yes
20019330,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Case Western Reserve University,Systems and Control Engineering,25%,73.3%,5.74,35.3%,No
20017015,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Clemson University,Industrial Engineering,100%,82%,3.5,61.1%,No
20057800,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Columbia University In The City of New York,Operations Research,100%,36.1%,5,13.3%,No
20016003,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Cornell University,Operations Research,100%,58.7%,5.2,60.9%,Yes
20022770,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Florida Institute of Technology,Operations Research,,100%,5,N/R,N/D
20019534,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",George Washington University,Systems Engineering,0%,42%,4.3,25%,No
20062963,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Georgia Institute of Technology,Industrial Engineering,85.7%,48%,5,40.9%,Yes
20016537,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Iowa State University,Industrial Engineering,100%,64.8%,6.2,33.3%,No
20063069,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Kansas State University,Industrial & Manufacturing Engineering,66.7%,66.7%,3.5,40%,Yes
20039491,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Lehigh University,Industrial and Systems Engineering,100%,50.4%,5,29.2%,No
20033426,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Massachusetts Institute of Technology,Operations Research,100%,78.2%,4.3,36.4%,Yes
20060156,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Montana State University - Bozeman,Engineering,20%,62.5%,4,N/R,Yes
20064835,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",New Jersey Institute of Technology,Transportation,75%,60%,5,0%,No
20066503,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",New Mexico State University Main Campus,Industrial Engineering,0%,58.1%,5,53.3%,Yes
20041492,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",North Carolina State University,Industrial Engineering,83.3%,50%,4.8,27.1%,Yes
20041573,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",North Carolina State University,Operations Research,100%,40%,4.8,27.1%,Yes
20031936,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Northeastern University,Mechanical & Industrial Engineering - Mechanical,80%,51%,5.52,35.7%,Yes
20068938,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Northwestern University,Industrial Engineering and Management Sciences,100%,33.2%,4.7,48.5%,Yes
20029100,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Ohio State University Main Campus,Industrial and Systems Engineering,60%,7%,6.25,28.6%,No
20042022,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Oklahoma State University Main Campus,Industrial Engineering & Management,66.7%,50%,5,50%,No
20070997,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Old Dominion University,Engineering Management,14.3%,70%,3.8,0%,No
20018849,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Oregon State University,Industrial Engineering,0%,72.7%,4.38,66.7%,Yes
20031509,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Penn State University,Industrial and Manufacturing Engineering,50%,61.7%,4.3,37.2%,Yes
20031635,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Penn State University,Operations Research,28.6%,67.1%,3.9,37.2%,Yes
20032618,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Princeton University,Operations Research and Financial Engineering,100%,66.5%,4.1,23.1%,Yes
20055925,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Purdue University Main Campus,Industrial Engineering,62.5%,49.5%,6,40.6%,Yes
20044855,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Rensselaer Polytechnic Institute,Decision Sciences and Engineering,100%,32.8%,4.3,20.8%,Yes
20012609,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Rutgers The State University of New Jersey New Brunswick Campus,Industrial and Systems Engineering,100%,44.3%,5.08,36.1%,Yes
20012706,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Rutgers The State University of New Jersey New Brunswick Campus,Operations Research,71.4%,40.8%,5.33,36.1%,Yes
20052708,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Stanford University,Management Science and Engineering,78.6%,57%,5,44.4%,Yes
20052960,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",State University of New York At Binghamton,Systems Science,66.7%,40%,4.6,22.2%,No
20038586,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",State University of New York At Buffalo,Industrial Engineering,88.9%,90%,4.5,34.5%,Yes
20021904,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Texas A & M University,Industrial Engineering,66.7%,56.9%,5.4,21.9%,Yes
20022851,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Texas Tech University,Industrial Engineering,0%,61.8%,3,17.6%,No
20043199,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Alabama In Huntsville,Industrial and Systems Engineering,73.3%,14.6%,7.8,15.8%,No
20034328,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Arizona,Systems & Industrial Engineering,100%,43.3%,4,30.8%,Yes
20013679,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Arkansas Main Campus,Industrial Engineering,80%,83.3%,2.9,60%,Yes
20060994,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of California-Berkeley,Industrial Engineering and Operations Research,14.3%,24.5%,5.1,51.9%,Yes
20013970,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Central Florida,Industrial Engineering,41.7%,65%,3,25.9%,No
20014034,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Central Florida,Modeling and Simulation,86.2%,50%,3,25.9%,Yes
20068679,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Connecticut,Business Administration PhD Operations Info Mgmt,100%,54.2%,4.3,50%,Yes
20013200,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Florida,Industrial and Systems Engineering,100%,50.7%,4.66,35%,Yes
20042585,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Houston,Industrial Engineering,100%,1.8%,4,18.2%,Yes
20042912,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Illinois At Chicago,Industrial Engineering & Operations Research,23.1%,25%,3.3,28.6%,Yes
20039080,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Illinois At Urbana-Champaign,Industrial and Enterprise Systems Engineering,100%,10.4%,5.83,33.3%,No
20020400,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Iowa,Industrial Engineering,100%,40.9%,5.4,45.5%,Yes
20026378,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Louisville,Industrial Engineering,66.7%,29.5%,4,41.7%,No
20050496,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Maryland College Park,Reliability Engineering,28.6%,63.3%,3.7,0%,Yes
20048000,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Massachusetts Amherst,Industrial Engineering and Operations Research,100%,9.6%,7.4,50%,No
20050852,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Miami,Industrial Engineering,75%,46%,6.4,50%,Yes
20035534,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Michigan-Ann Arbor,Industrial Operations and Engineering,100%,31.4%,5.8,59.6%,Yes
20040011,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Minnesota-Twin Cities,Industrial and Systems Engineering,100%,17.8%,4.8,42.9%,Yes
20025421,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Missouri - Columbia,Industrial Engineering,66.7%,58.3%,8.2,33.3%,No
20068491,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Missouri - Rolla,Engineering Management,0%,61.6%,4,25%,No
20017248,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Nebraska - Lincoln,Industrial and Management Systems Engineering,80%,75%,3.67,80%,No
20045469,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of North Carolina At Chapel Hill,Operations Research,100%,39.3%,5.5,16.7%,Yes
20051725,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Oklahoma Norman Campus,Industrial Engineering,83.3%,30.8%,5.25,35.7%,Yes
20071381,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Pennsylvania,Operations and Information Management,100%,61.9%,5,27.3%,Yes
20049766,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Pittsburgh Pittsburgh Campus,Industrial Engineering,100%,38.4%,4.83,76.2%,Yes
20024875,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of South Florida,Industrial and Management Systems Engineering,100%,52.7%,4,25%,No
20068190,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Southern California,Industrial and Systems Engineering,100%,50%,3.9,43.8%,No
20045854,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Tennessee,Industrial Engineering,71.4%,49.6%,2,0%,No
20061757,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Texas At Austin,Operations Research and Industrial Engineering,50%,20.8%,4,20%,No
20023494,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Virginia,Systems Engineering,100%,53.4%,5,16%,No
20059743,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Washington,Industrial Engineering,71.4%,50%,4.5,23.1%,No
20030733,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Wisconsin-Madison,Industrial Engineering,62.5%,58.7%,5.99,57.9%,No
20044635,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Virginia Polytechnic Institute And State University,Industrial and Systems Engineering,70.6%,63.2%,5,36.8%,Yes
20021522,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Wayne State University,Industrial Engineering,100%,34.3%,5.3,34.8%,No
20058980,Humanities,American Studies,Boston University,American & New England Studies,80%,24.4%,10,36.4%,No
20034739,Humanities,American Studies,Bowling Green State University,American Culture Studies,100%,71.8%,5.6,54.8%,Yes
20018072,Humanities,American Studies,Brown University,American Civilization,100%,38.1%,8,53.3%,Yes
20045016,Humanities,American Studies,College of William And Mary,American Studies,83.3%,28.1%,10.25,50%,Yes
20044224,Humanities,American Studies,Florida Atlantic University,Comparative Studies,100%,,4,N/R,No
20019343,Humanities,American Studies,George Washington University,American Studies,100%,26.7%,7.8,28.6%,Yes
20066095,Humanities,American Studies,Harvard University,Hist. of American Civ.,100%,48.3%,7,69.2%,Yes
20046167,Humanities,American Studies,Indiana University At Bloomington,American Studies,50%,63%,4,100%,No
20046727,Humanities,American Studies,Michigan State University,American Studies,66.7%,53.2%,6.2,68.4%,Yes
20064152,Humanities,American Studies,New York University,American Studies,100%,32%,8.33,66.7%,Yes
20055624,Humanities,American Studies,Purdue University Main Campus,American Studies,0%,50%,8.33,55.6%,Yes
20038405,Humanities,American Studies,State University of New York At Buffalo,American Studies,40%,61.1%,7.5,71.4%,Yes
20014652,Humanities,American Studies,University of Hawaii At Manoa,American Studies,20%,25%,8.5,31.6%,Yes
20020536,Humanities,American Studies,University of Iowa,American Studies,100%,19.4%,8.8,28.6%,Yes
20051026,Humanities,American Studies,University of Kansas,American Studies,50%,30.7%,7.3,60%,Yes
20049973,Humanities,American Studies,University of Maryland College Park,American Studies,83.3%,28.3%,9.3,47.4%,Yes
20047810,Humanities,American Studies,University of Massachusetts Amherst,Afro-American Studies,100%,39%,7.05,50%,Yes
20035123,Humanities,American Studies,University of Michigan-Ann Arbor,American Culture,85.7%,34.3%,8.1,54.2%,Yes
20039585,Humanities,American Studies,University of Minnesota-Twin Cities,American Studies,100%,66.7%,7.7,73.1%,Yes
20015198,Humanities,American Studies,University of New Mexico Main Campus,American Studies,36.4%,44.7%,7.5,30.8%,Yes
20061304,Humanities,American Studies,University of Texas At Austin,American Studies,20%,46.7%,8,33.3%,Yes
20058582,Humanities,American Studies,Washington State University,Program in American Studies,100%,16.2%,5,100%,Yes
20063276,Humanities,American Studies,Yale University,American Studies,100%,39.4%,6.3,76.7%,Yes
20018195,Humanities,Classics,Brown University,Classics,100%,43.3%,8,46.2%,Yes
20048974,Humanities,Classics,Bryn Mawr College,Classical and Near Eastern Archaeology,85.7%,50%,7.5,80%,Yes
20057538,Humanities,Classics,Columbia University In The City of New York,Classical Studies,100%,33.3%,8,50%,No
20057541,Humanities,Classics,Columbia University In The City of New York,Classics,66.7%,30%,8,50%,No
20015651,Humanities,Classics,Cornell University,Classics,100%,71.7%,6.6,71.4%,Yes
20030131,Humanities,Classics,Duke University,Classical Studies,100%,77.8%,6.2,60%,Yes
20065944,Humanities,Classics,Harvard University,Classics,100%,95.2%,7,82.4%,Yes
20046222,Humanities,Classics,Indiana University At Bloomington,Classical Studies: Latin & Greek,60%,34.4%,8,50%,Yes
20056584,Humanities,Classics,Johns Hopkins University,Classics,100%,83.3%,7.55,60%,No
20029061,Humanities,Classics,Ohio State University Main Campus,Greek and Latin,100%,30.4%,6.25,88.9%,Yes
20032430,Humanities,Classics,Princeton University,Classics,100%,52.6%,6.7,84.6%,Yes
20052478,Humanities,Classics,Stanford University,Classics,100%,100%,6,81.8%,Yes
20038476,Humanities,Classics,State University of New York At Buffalo,Classics,100%,12.2%,8,66.7%,Yes
20070670,Humanities,Classics,Uc Irvine - Uc Riverside - Uc San Diego,Classics,100%,0%,8.3,67.3%,Yes
20060651,Humanities,Classics,University of California-Berkeley,Ancient History and Mediterranean Archaeology,100%,38.3%,8,83.3%,Yes
20060745,Humanities,Classics,University of California-Berkeley,Classics,100%,24.1%,8.3,83.3%,Yes
20053202,Humanities,Classics,University of California-Los Angeles,Classics,80%,23.3%,8.7,100%,Yes
20014267,Humanities,Classics,University of Chicago,Classical Languages and Literatures,50%,26.2%,7.25,61.5%,Yes
20032045,Humanities,Classics,University of Cincinnati Main Campus,Classics,100%,43%,7.5,83.3%,Yes
20071556,Humanities,Classics,University of Iowa,Classics,100%,11.1%,8,100%,Yes
20035301,Humanities,Classics,University of Michigan-Ann Arbor,Classical Art and Archaeology,100%,58.3%,7,70%,Yes
20035314,Humanities,Classics,University of Michigan-Ann Arbor,Classical Studies,100%,42.2%,7,70%,Yes
20039750,Humanities,Classics,University of Minnesota-Twin Cities,Classical and Near Eastern Studies,100%,0%,9,20%,Yes
20025285,Humanities,Classics,University of Missouri - Columbia,Classical Studies,100%,16.7%,12.8,50%,No
20045171,Humanities,Classics,University of North Carolina At Chapel Hill,Classics,100%,40%,9.5,71.4%,Yes
20036821,Humanities,Classics,University of Pennsylvania,Classical Studies,100%,47.6%,5.7,70%,Yes
20068064,Humanities,Classics,University of Southern California,Classics,100%,21.7%,6.6,66.7%,Yes
20061414,Humanities,Classics,University of Texas At Austin,Classics,100%,15.2%,7,33.3%,Yes
20030461,Humanities,Classics,University of Wisconsin-Madison,Classics,83.3%,60%,7.66,80%,Yes
20063373,Humanities,Classics,Yale University,Classics,100%,75%,6,71.4%,Yes
20018221,Humanities,Comparative Literature,Brown University,Comparative Literature,100%,50%,9,80%,Yes
20057127,Humanities,Comparative Literature,City University of New York Grad. Center,Comparative Literature,23.1%,7.7%,9.8,48.1%,Yes
20015680,Humanities,Comparative Literature,Cornell University,Comparative Literature,87.5%,41.7%,7,80%,Yes
20030160,Humanities,Comparative Literature,Duke University,Literature,100%,59%,7.7,63.6%,Yes
20061951,Humanities,Comparative Literature,Emory University,Comparative Literature,100%,31.7%,5,78.6%,Yes
20065957,Humanities,Comparative Literature,Harvard University,Comparative Literature,100%,68.5%,8,71.4%,Yes
20046251,Humanities,Comparative Literature,Indiana University At Bloomington,Comparative Literature,100%,58.3%,10.8,50%,Yes
20056788,Humanities,Comparative Literature,Johns Hopkins University,Humanities,100%,22.2%,7.66,100%,Yes
20058032,Humanities,Comparative Literature,Louisiana State University And Agricultural And Mechanical College,Comparative Literature,60%,41.7%,6.5,75%,Yes
20064233,Humanities,Comparative Literature,New York University,Comparative Literature,100%,39.2%,8,72.7%,Yes
20068844,Humanities,Comparative Literature,Northwestern University,Comparative Literary Studies,100%,41.7%,9.9,100%,Yes
20031295,Humanities,Comparative Literature,Penn State University,Comparative Literature,100%,54.2%,5.9,70.6%,Yes
20032443,Humanities,Comparative Literature,Princeton University,Comparative Literature,100%,66.7%,7.1,77.3%,Yes
20059552,Humanities,Classics,University of Washington,Classics,100%,75%,6,66.7%,Yes
20055750,Humanities,Comparative Literature,Purdue University Main Campus,Comparative Literature,100%,55.6%,9,71.4%,Yes
20012476,Humanities,Comparative Literature,Rutgers The State University of New Jersey New Brunswick Campus,Comparative Literature,100%,32.5%,7.17,48%,Yes
20052494,Humanities,Comparative Literature,Stanford University,Comparative Literature,100%,66.7%,7,78.9%,Yes
20037422,Humanities,Comparative Literature,State University of New York At Binghamton,Comparative Literature,50%,52.4%,6.7,44%,Yes
20038492,Humanities,Comparative Literature,State University of New York At Buffalo,Comparative Literature,100%,53.9%,6.5,50%,Yes
20038117,Humanities,Comparative Literature,State University of New York At Stony Brook,Comparative Literary and Cultural Studies,100%,46.7%,6.9,63.2%,Yes
20060761,Humanities,Comparative Literature,University of California-Berkeley,Comparative Literature,100%,40.7%,8.3,68.5%,Yes
20067081,Humanities,Comparative Literature,University of California-Davis,Comparative Literature,100%,82.1%,5.96,58.8%,Yes
20049083,Humanities,Comparative Literature,University of California-Irvine,Comparative Literature,100%,11.1%,8.3,50%,Yes
20053228,Humanities,Comparative Literature,University of California-Los Angeles,Comparative Literature,100%,50%,8.3,60%,Yes
20048754,Humanities,Comparative Literature,University of California-Riverside,Comparative Literature,100%,30%,6,66.7%,No
20065669,Humanities,Comparative Literature,University of California-San Diego,Literature,7.7%,45.2%,7.5,70%,Yes
20070191,Humanities,Comparative Literature,University of California-Santa Barbara,Comparative Literature,100%,36.1%,6,40%,Yes
20023724,Humanities,Comparative Literature,University of California-Santa Cruz,Literature,100%,33.7%,7.5,42.9%,Yes
20014270,Humanities,Comparative Literature,University of Chicago,Comparative Literature,100%,22.2%,8.13,53.3%,Yes
20063920,Humanities,Comparative Literature,University of Colorado At Boulder,Comparative Literature,80%,67.8%,6.35,40%,Yes
20019644,Humanities,Comparative Literature,University of Georgia,Comparative Literature,0%,20.6%,5.42,60%,Yes
20038926,Humanities,Comparative Literature,University of Illinois At Urbana-Champaign,Comparative Literature,89.1%,25%,11.35,50%,Yes
20020552,Humanities,Comparative Literature,University of Iowa,Comparative Literature,100%,33.3%,7.8,50%,No
20050137,Humanities,Comparative Literature,University of Maryland College Park,Comparative Literature,89.1%,16.7%,8.2,40%,Yes
20047894,Humanities,Comparative Literature,University of Massachusetts Amherst,Comparative Literature,100%,25%,10,30%,Yes
20035330,Humanities,Comparative Literature,University of Michigan-Ann Arbor,Comparative Literature,100%,45.8%,6.3,65.2%,Yes
20039776,Humanities,Comparative Literature,University of Minnesota-Twin Cities,Comparative Studies in Discourse and Society,100%,17.8%,7.72,80%,Yes
20045197,Humanities,Comparative Literature,University of North Carolina At Chapel Hill,Comparative Literature,100%,28.1%,11,64.7%,Yes
20043843,Humanities,Comparative Literature,University of Oregon,Comparative Literature,100%,45.6%,7.93,66.7%,No
20036847,Humanities,Comparative Literature,University of Pennsylvania,Comparative Literature and Literary Theory,100%,37.8%,6.3,57.1%,Yes
20067751,Humanities,Comparative Literature,University of South Carolina Columbia,Comparative Literature,100%,83.3%,6.75,62.5%,Yes
20068080,Humanities,Comparative Literature,University of Southern California,Comparative Literature,100%,25%,7.5,44.4%,Yes
20061456,Humanities,Comparative Literature,University of Texas At Austin,Comparative Literature,100%,51.7%,7,66.7%,Yes
20059578,Humanities,Comparative Literature,University of Washington,Comparative Literature,85.7%,47.6%,6.25,61.5%,Yes
20030500,Humanities,Comparative Literature,University of Wisconsin-Madison,Comparative Literature,27.3%,38.1%,11.67,63.6%,Yes
20069762,Humanities,Comparative Literature,Washington University In St. Louis,Comparative Literature,100%,50%,6.98,66.7%,Yes
20063386,Humanities,Comparative Literature,Yale University,Comparative Literature,100%,72.2%,6,50%,Yes
20034946,Humanities,English Language and Literature,Arizona State University,English,81.3%,55.8%,6,64.3%,Yes
20037859,Humanities,English Language and Literature,Auburn University,English,100%,43.3%,5.87,83.3%,Yes
20043377,Humanities,English Language and Literature,Baylor University,English,100%,100%,5,66.7%,Yes
20036135,Humanities,English Language and Literature,Boston College,English,100%,58.3%,7.7,60%,Yes
20059154,Humanities,English Language and Literature,Boston University,English,100%,44.3%,7.5,45%,Yes
20025052,Humanities,English Language and Literature,Brandeis University,English and American Literature,100%,54%,6.42,63.3%,Yes
20018302,Humanities,English Language and Literature,Brown University,English,100%,58.3%,8,85%,Yes
20037231,Humanities,English Language and Literature,Carnegie Mellon University,"English, Literature, Cultural Theory & Rhetoric",100%,58.9%,7.8,100%,No
20019136,Humanities,English Language and Literature,Case Western Reserve University,English,100%,42.6%,6.5,43.8%,Yes
20052203,Humanities,English Language and Literature,Catholic University of America,English,100%,33.3%,10,38.5%,Yes
20057198,Humanities,English Language and Literature,City University of New York Grad. Center,English,37.9%,30.3%,8.1,54.7%,Yes
20017992,Humanities,English Language and Literature,Claremont Graduate University,English,0%,25.6%,8.67,57.7%,Yes
20057622,Humanities,English Language and Literature,Columbia University In The City of New York,English and Comparative Literature,100%,45.9%,8,64.3%,No
20015758,Humanities,English Language and Literature,Cornell University,English Language and Literature,100%,64.3%,6,82.7%,Yes
20030144,Humanities,English Language and Literature,Duke University,English,100%,51.7%,6.4,76.5%,Yes
20061977,Humanities,English Language and Literature,Emory University,English,100%,60.6%,5,59%,Yes
20027270,Humanities,English Language and Literature,Florida State University,English,78.6%,49.2%,5.5,54.3%,Yes
20029469,Humanities,English Language and Literature,Fordham University,English,14.3%,0%,8.5,52.4%,Yes
20019424,Humanities,English Language and Literature,George Washington University,English,33.3%,29.5%,7.5,38.1%,No
20051505,Humanities,English Language and Literature,Georgia State University,English,33.3%,74.1%,8,58.3%,No
20066040,Humanities,English Language and Literature,Harvard University,English & American Lit. & Lang.,100%,69.2%,7,72.5%,Yes
20026006,Humanities,English Language and Literature,Howard University,English,0%,,7,N/R,N/D
20046303,Humanities,English Language and Literature,Indiana University At Bloomington,English,66.7%,53%,8.7,64.8%,Yes
20056649,Humanities,English Language and Literature,Johns Hopkins University,English,100%,38.4%,6.87,94.1%,Yes
20040765,Humanities,English Language and Literature,Kent State University Main Campus,English,80%,25%,7,64.3%,Yes
20039475,Humanities,English Language and Literature,Lehigh University,English,100%,55%,7.5,48.3%,Yes
20058074,Humanities,English Language and Literature,Louisiana State University And Agricultural And Mechanical College,English,100%,55.3%,7.8,63.8%,Yes
20036533,Humanities,English Language and Literature,Loyola University Chicago,English,90%,15.7%,8,50%,Yes
20040927,Humanities,English Language and Literature,Marquette University,English,16.7%,20.3%,7,50%,Yes
20021137,Humanities,English Language and Literature,Miami University,English,100%,45.5%,5.67,61.5%,Yes
20046905,Humanities,English Language and Literature,Michigan State University,English,88.9%,41.3%,7,54.3%,Yes
20064291,Humanities,English Language and Literature,New York University,English and American Literature,100%,28.2%,7.67,46.8%,Yes
20031897,Humanities,English Language and Literature,Northeastern University,English,100%,42.9%,8.62,36.4%,Yes
20040341,Humanities,English Language and Literature,Northern Illinois University,English,83.3%,30.6%,5,84.2%,Yes
20068886,Humanities,English Language and Literature,Northwestern University,English,100%,41.1%,6.1,56.5%,Yes
20028952,Humanities,English Language and Literature,Ohio State University Main Campus,English,100%,50.7%,5.25,67.6%,Yes
20013802,Humanities,English Language and Literature,Ohio University Main Campus,English,100%,44.4%,5.2,64.3%,Yes
20041968,Humanities,English Language and Literature,Oklahoma State University Main Campus,English,71.4%,45.2%,6,53.8%,No
20031389,Humanities,English Language and Literature,Penn State University,English,100%,49.4%,4.8,65.9%,Yes
20032508,Humanities,English Language and Literature,Princeton University,English,100%,64.8%,6.7,68.3%,Yes
20055831,Humanities,English Language and Literature,Purdue University Main Campus,English,85.7%,58.4%,6.67,72.6%,Yes
20041117,Humanities,English Language and Literature,Rice University,English,100%,28.3%,7,54.5%,Yes
20012528,Humanities,English Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,Literatures in English,100%,24.9%,7.67,62.5%,Yes
20040464,Humanities,English Language and Literature,Southern Illinois University Carbondale,English,100%,48.3%,6.2,73.3%,Yes
20052588,Humanities,English Language and Literature,Stanford University,English,100%,74.2%,7,71.4%,Yes
20033604,Humanities,English Language and Literature,State University of New York At Albany,English,81.8%,40.4%,6.5,69.2%,Yes
20037477,Humanities,English Language and Literature,State University of New York At Binghamton,"English, General Literature & Rhetoric",32.4%,71.6%,5.1,54.3%,Yes
20038531,Humanities,English Language and Literature,State University of New York At Buffalo,ENGLISH,78.3%,71.4%,6.5,54.8%,Yes
20038162,Humanities,English Language and Literature,State University of New York At Stony Brook,English,95.2%,38%,8.7,70%,Yes
20022550,Humanities,English Language and Literature,Syracuse University Main Campus,English,100%,45.6%,6.17,16.7%,Yes
20042255,Humanities,English Language and Literature,Temple University,English,80%,35.1%,8,66.7%,Yes
20021975,Humanities,English Language and Literature,Texas A & M University,English,100%,47.4%,7,57.9%,Yes
20017387,Humanities,English Language and Literature,Texas Christian University,English,83.3%,80%,8,50%,No
20022848,Humanities,English Language and Literature,Texas Tech University,English,100%,58.2%,4,75%,Yes
20029647,Humanities,English Language and Literature,Tufts University,English,100%,44.8%,7,48.1%,Yes
20041751,Humanities,English Language and Literature,University of Alabama,English Language and Literature,88.9%,41.1%,6.8,65.4%,Yes
20033989,Humanities,English Language and Literature,University of Arizona,English,94.4%,47.3%,6,60%,Yes
20013611,Humanities,English Language and Literature,University of Arkansas Main Campus,English,100%,82.2%,8,72.7%,Yes
20060868,Humanities,English Language and Literature,University of California-Berkeley,English,73.9%,40.6%,8.7,67%,Yes
20067146,Humanities,English Language and Literature,University of California-Davis,English,100%,58.9%,6.96,55.6%,Yes
20049177,Humanities,English Language and Literature,University of California-Irvine,English,100%,37.1%,7,76.7%,Yes
20053273,Humanities,English Language and Literature,University of California-Los Angeles,English,93.3%,21.6%,8.3,64.3%,Yes
20048806,Humanities,English Language and Literature,University of California-Riverside,English,100%,53.3%,6,58.1%,Yes
20070256,Humanities,English Language and Literature,University of California-Santa Barbara,English,50%,37.6%,7.5,78.3%,No
20014351,Humanities,English Language and Literature,University of Chicago,English Language and Literature,100%,22.7%,9.75,77.4%,Yes
20032087,Humanities,English Language and Literature,University of Cincinnati Main Campus,English and Comparative Literature,100%,67.9%,6.59,57.7%,Yes
20063975,Humanities,English Language and Literature,University of Colorado At Boulder,English,100%,15%,6.35,38.9%,Yes
20024037,Humanities,English Language and Literature,University of Connecticut,English PhD,100%,35.2%,8.7,80%,Yes
